time, slave::Switch.Ground1.p.u[REAL], slave::HeatCapacity1.p.T[REAL], slave::Ground.p1.u[REAL], slave::Switch.Ground1.p1.u[REAL], slave::Ground.p2.u[REAL], slave::Ramp.stop_time[REAL], slave::Switch.Ground1.p.i[REAL], slave::Ground.p1.i[REAL], slave::Switch.Ground1.p1.i[REAL], slave::Ground.p2.i[REAL], slave::HeatCapacity1.E[REAL], slave::Switch.Node1.p2.u[REAL], slave::HeatCapacity1.p1.T[REAL], slave::Switch.Resistance12.vt[REAL], slave::Ground.p.u[REAL], slave::Ground.p.i[REAL], slave::Thermistor.alpha[REAL], slave::HeatCapacity1.p2.T[REAL], slave::Ramp.slope[REAL], slave::ThermalConductor.p_low.dQ[REAL], slave::HeatCapacity1.p3.T[REAL], slave::Switch.Ground2.p.i[REAL], slave::HeatCapacity1.p1.dQ[REAL], slave::Switch.R1.p.u[REAL], slave::HeatCapacity1.p2.dQ[REAL], slave::HeatCapacity1.p3.dQ[REAL], slave::HeatCapacity1.C[REAL], slave::Switch.Ground2.p1.u[REAL], slave::HeatCapacity1.T0[REAL], slave::Switch.Ground2.p.u[REAL], slave::Switch.input[REAL], slave::OnOffController.input[REAL], slave::OnOffController.output[REAL], slave::Switch.R1.p_low.u[REAL], slave::OnOffController.reference[REAL], slave::OnOffController.bandwidth[REAL], slave::Switch.Resistance12.Roff[REAL], slave::Switch.Node1.p1.i[REAL], slave::Ramp.output[REAL], slave::Switch.Node2.p3.i[REAL], slave::ZeroJunction.p1.dQ[REAL], slave::Ramp.start_time[REAL], slave::Splitter2.output1[REAL], slave::Switch.Node2.p2.i[REAL], slave::Ramp.offset[REAL], slave::Switch.Node2.p1.u[REAL], slave::Splitter2.output2[REAL], slave::Splitter1.input[REAL], slave::Splitter1.output1[REAL], slave::Splitter1.output2[REAL], slave::Switch.R1.p_high.i[REAL], slave::ThermalConductor.p_high.T[REAL], slave::Splitter2.input[REAL], slave::Switch.R1.R[REAL], slave::Switch.Ground2.p1.i[REAL], slave::Switch.Node1.p1.u[REAL], slave::Switch.Node1.p3.u[REAL], slave::Switch.Node1.p2.i[REAL], slave::Switch.Node2.p2.u[REAL], slave::Switch.Node2.p3.u[REAL], slave::Switch.Node2.p1.i[REAL], slave::Switch.R1.p.i[REAL], slave::Switch.R1.p_high.u[REAL], slave::Switch.R1.p_low.i[REAL], slave::Switch.R2.p.u[REAL], slave::Switch.R2.p.i[REAL], slave::Switch.R2.p_high.u[REAL], slave::Switch.R2.p_high.i[REAL], slave::Switch.R2.p_low.u[REAL], slave::Switch.R2.p_low.i[REAL], slave::Switch.R2.R[REAL], slave::Switch.Resistance12.p.u[REAL], slave::Switch.Resistance12.p.i[REAL], slave::Switch.Resistance12.p_high.u[REAL], slave::Switch.Resistance12.p_high.i[REAL], slave::Switch.Resistance12.p_low.u[REAL], slave::Switch.Resistance12.p_low.i[REAL], slave::Switch.Resistance12.input[REAL], slave::Switch.Resistance12.Ron[REAL], slave::Switch.Resistance12.R[REAL], slave::Thermistor.R[REAL], slave::Switch.p2.u[REAL], slave::Switch.p2.i[REAL], slave::Switch.p1.u[REAL], slave::Switch.p1.i[REAL], slave::TemperatureSource.p.T[REAL], slave::TemperatureSource.p.dQ[REAL], slave::Thermistor.p_th.dQ[REAL], slave::TemperatureSource.T[REAL], slave::ThermalConductor.p.T[REAL], slave::ThermalConductor.p.dQ[REAL], slave::ThermalConductor.p_high.dQ[REAL], slave::ThermalConductor.p_low.T[REAL], slave::ThermalConductor.G[REAL], slave::Thermistor.p_el.u[REAL], slave::Thermistor.p_el.i[REAL], slave::Thermistor.p_el_high.u[REAL], slave::Thermistor.p_el_high.i[REAL], slave::Thermistor.p_el_low.u[REAL], slave::Thermistor.p_el_low.i[REAL], slave::Thermistor.p_th.T[REAL], slave::Thermistor.R_ref[REAL], slave::Thermistor.T_ref[REAL], slave::VoltageSource.p.u[REAL], slave::VoltageSource.p.i[REAL], slave::VoltageSource.p_high.u[REAL], slave::VoltageSource.p_high.i[REAL], slave::VoltageSource.p_low.u[REAL], slave::VoltageSource.p_low.i[REAL], slave::VoltageSource.U[REAL], slave::ZeroJunction.effort[REAL], slave::ZeroJunction.p1.T[REAL], slave::Temperature_Reference[REAL], slave::Temperature_Room[REAL], slave::HeatCapacity1.p.dQ[REAL], slave::HeatCapacity1.p.dQ_int[REAL], slave::HeatCapacity1.p.dQ_int_initial[REAL], slave::Switch.Node1.p3.i[REAL], slave::OnOffController.currentState[BOOL], slave::OnOffController.newState[BOOL]
7, 0.000000, 297.250011, 0.000000, 0.000000, 0.000000, 16.000000, 0.000002, 0.000100, 0.000002, 0.000102, 29.725001, 0.001016, 297.250011, 0.500000, 0.000000, -0.000002, 0.004000, 297.250011, 4.166670, -0.410001, 297.250011, 0.000000, -0.410001, 10.000000, 0.000000, 0.000000, 0.100000, 0.000000, 298.000000, 0.000000, 0.000000, 297.250011, 0.000000, 0.000000, 298.150000, 2.000000, 100000.000000, 0.000100, 298.150000, 0.000102, 0.000000, 8.000000, 297.250011, 0.000100, 298.150000, 10.000000, 297.250011, 298.150000, 298.150000, 298.150000, 0.000002, 293.150000, 297.250011, 5000000.000000, 0.000000, 0.001016, 0.001016, 0.000000, 10.000000, 10.000000, 0.000002, 0.000002, 10.000000, 0.000002, 0.001016, 0.000000, 0.001016, 0.000000, 0.000000, 0.000000, 5000000.000000, 9.998984, 0.000100, 10.000000, 0.000100, 0.001016, 0.000100, 0.000000, 0.000010, 100000.000000, 10.164000, 0.001016, 0.000100, 10.000000, 0.000102, 293.150000, -0.410001, 0.000000, 293.150000, -4.100011, -0.410001, -0.410001, 297.250011, 0.100000, 0.001016, 0.000100, 0.001016, 0.000100, 0.000000, 0.000100, 297.250011, 10.000000, 293.150000, 10.000000, 0.000102, 10.000000, 0.000102, 0.000000, 0.000102, 10.000000, 297.250011, 297.250011, 25.000000, 24.100011, -0.410001, -0.074999, 0.000000, 0.000100, 0, 0
7.02, 0.000000, 297.168826, 0.000000, 0.000000, 0.000000, 16.000000, 0.000002, 0.000100, 0.000002, 0.000102, 29.716883, 0.001016, 297.168826, 0.500000, 0.000000, -0.000002, 0.004000, 297.168826, 4.166670, -0.401883, 297.168826, 0.000000, -0.401883, 10.000000, 0.000000, 0.000000, 0.100000, 0.000000, 298.000000, 0.000000, 0.000000, 297.168826, 0.000000, 0.000000, 298.150000, 2.000000, 100000.000000, 0.000100, 298.150000, 0.000102, 0.000000, 8.000000, 297.168826, 0.000100, 298.150000, 10.000000, 297.168826, 298.150000, 298.150000, 298.150000, 0.000002, 293.150000, 297.168826, 5000000.000000, 0.000000, 0.001016, 0.001016, 0.000000, 10.000000, 10.000000, 0.000002, 0.000002, 10.000000, 0.000002, 0.001016, 0.000000, 0.001016, 0.000000, 0.000000, 0.000000, 5000000.000000, 9.998984, 0.000100, 10.000000, 0.000100, 0.001016, 0.000100, 0.000000, 0.000010, 100000.000000, 10.160753, 0.001016, 0.000100, 10.000000, 0.000102, 293.150000, -0.401883, 0.000000, 293.150000, -4.018826, -0.401883, -0.401883, 297.168826, 0.100000, 0.001016, 0.000100, 0.001016, 0.000100, 0.000000, 0.000100, 297.168826, 10.000000, 293.150000, 10.000000, 0.000102, 10.000000, 0.000102, 0.000000, 0.000102, 10.000000, 297.168826, 297.168826, 25.000000, 24.018826, -0.401882, -0.083117, 0.000000, 0.000100, 0, 0
7.04, 0.000000, 298.579474, 0.000000, 0.000000, 0.000000, 16.000000, 0.000002, 0.978743, 0.000002, 0.978747, 29.857947, 9.999990, 298.579474, 0.500000, 0.000000, -0.000004, 0.004000, 298.579474, 4.166670, -0.542947, 298.579474, 0.000002, -0.542947, 10.000000, 0.000000, 9.787418, 0.100000, 0.000000, 298.000000, 0.000000, 1.000000, 298.579474, 1.000000, 0.000000, 298.150000, 2.000000, 100000.000000, 0.978743, 298.150000, 0.978747, 0.000000, 8.000000, 298.579474, 0.978745, 298.150000, 10.000000, 298.579474, 298.150000, 298.150000, 298.150000, 0.000002, 293.150000, 298.579474, 5000000.000000, 0.000002, 9.999990, 9.999990, 0.000002, 10.000000, 10.000000, 0.000002, 0.000002, 10.000000, 0.000002, 9.999990, 0.000002, 9.999990, 0.000002, 0.000000, 0.000002, 5000000.000000, 0.000010, 0.978745, 10.000000, 0.978745, 9.999990, 0.978745, 1.000000, 0.000010, 0.000010, 10.217179, 9.999990, 0.978743, 10.000000, 0.978747, 293.150000, -0.542947, 9.787418, 293.150000, -5.429474, -0.542947, -0.542947, 298.579474, 0.100000, 9.999990, 0.978743, 9.999990, 0.978743, 0.000000, 0.978743, 298.579474, 10.000000, 293.150000, 10.000000, 0.978747, 10.000000, 0.978747, 0.000000, 0.978747, 10.000000, 298.579474, 298.579474, 25.000000, 25.429474, 9.244471, 0.057947, 0.000000, 0.978745, 1, 1
7.06, 0.000000, 299.067948, 0.000000, 0.000000, 0.000000, 16.000000, 0.000002, 0.000100, 0.000002, 0.000102, 29.906795, 0.001024, 299.067948, 0.500000, 0.000000, -0.000002, 0.004000, 299.067948, 4.166670, -0.591795, 299.067948, 0.000000, -0.591795, 10.000000, 0.000000, 0.000000, 0.100000, 0.000000, 298.000000, 0.000000, 0.000000, 299.067948, 0.000000, 0.000000, 298.150000, 2.000000, 100000.000000, 0.000100, 298.150000, 0.000102, 0.000000, 8.000000, 299.067948, 0.000100, 298.150000, 10.000000, 299.067948, 298.150000, 298.150000, 298.150000, 0.000002, 293.150000, 299.067948, 5000000.000000, 0.000000, 0.001024, 0.001024, 0.000000, 10.000000, 10.000000, 0.000002, 0.000002, 10.000000, 0.000002, 0.001024, 0.000000, 0.001024, 0.000000, 0.000000, 0.000000, 5000000.000000, 9.998976, 0.000100, 10.000000, 0.000100, 0.001024, 0.000100, 0.000000, 0.000010, 100000.000000, 10.236718, 0.001024, 0.000100, 10.000000, 0.000102, 293.150000, -0.591795, 0.000000, 293.150000, -5.917948, -0.591795, -0.591795, 299.067948, 0.100000, 0.001024, 0.000100, 0.001024, 0.000100, 0.000000, 0.000100, 299.067948, 10.000000, 293.150000, 10.000000, 0.000102, 10.000000, 0.000102, 0.000000, 0.000102, 10.000000, 299.067948, 299.067948, 25.000000, 25.917948, -0.591795, 0.106795, 0.000000, 0.000100, 0, 0
7.08, 0.000000, 298.950764, 0.000000, 0.000000, 0.000000, 16.000000, 0.000002, 0.000100, 0.000002, 0.000102, 29.895076, 0.001023, 298.950764, 0.500000, 0.000000, -0.000002, 0.004000, 298.950764, 4.166670, -0.580076, 298.950764, 0.000000, -0.580076, 10.000000, 0.000000, 0.000000, 0.100000, 0.000000, 298.000000, 0.000000, 0.000000, 298.950764, 0.000000, 0.000000, 298.150000, 2.000000, 100000.000000, 0.000100, 298.150000, 0.000102, 0.000000, 8.000000, 298.950764, 0.000100, 298.150000, 10.000000, 298.950764, 298.150000, 298.150000, 298.150000, 0.000002, 293.150000, 298.950764, 5000000.000000, 0.000000, 0.001023, 0.001023, 0.000000, 10.000000, 10.000000, 0.000002, 0.000002, 10.000000, 0.000002, 0.001023, 0.000000, 0.001023, 0.000000, 0.000000, 0.000000, 5000000.000000, 9.998977, 0.000100, 10.000000, 0.000100, 0.001023, 0.000100, 0.000000, 0.000010, 100000.000000, 10.232031, 0.001023, 0.000100, 10.000000, 0.000102, 293.150000, -0.580076, 0.000000, 293.150000, -5.800764, -0.580076, -0.580076, 298.950764, 0.100000, 0.001023, 0.000100, 0.001023, 0.000100, 0.000000, 0.000100, 298.950764, 10.000000, 293.150000, 10.000000, 0.000102, 10.000000, 0.000102, 0.000000, 0.000102, 10.000000, 298.950764, 298.950764, 25.000000, 25.800764, -0.580076, 0.095076, 0.000000, 0.000100, 0, 0
7.1, 0.000000, 298.835902, 0.000000, 0.000000, 0.000000, 16.000000, 0.000002, 0.000100, 0.000002, 0.000102, 29.883590, 0.001023, 298.835902, 0.500000, 0.000000, -0.000002, 0.004000, 298.835902, 4.166670, -0.568590, 298.835902, 0.000000, -0.568590, 10.000000, 0.000000, 0.000000, 0.100000, 0.000000, 298.000000, 0.000000, 0.000000, 298.835902, 0.000000, 0.000000, 298.150000, 2.000000, 100000.000000, 0.000100, 298.150000, 0.000102, 0.000000, 8.000000, 298.835902, 0.000100, 298.150000, 10.000000, 298.835902, 298.150000, 298.150000, 298.150000, 0.000002, 293.150000, 298.835902, 5000000.000000, 0.000000, 0.001023, 0.001023, 0.000000, 10.000000, 10.000000, 0.000002, 0.000002, 10.000000, 0.000002, 0.001023, 0.000000, 0.001023, 0.000000, 0.000000, 0.000000, 5000000.000000, 9.998977, 0.000100, 10.000000, 0.000100, 0.001023, 0.000100, 0.000000, 0.000010, 100000.000000, 10.227436, 0.001023, 0.000100, 10.000000, 0.000102, 293.150000, -0.568590, 0.000000, 293.150000, -5.685902, -0.568590, -0.568590, 298.835902, 0.100000, 0.001023, 0.000100, 0.001023, 0.000100, 0.000000, 0.000100, 298.835902, 10.000000, 293.150000, 10.000000, 0.000102, 10.000000, 0.000102, 0.000000, 0.000102, 10.000000, 298.835902, 298.835902, 25.000000, 25.685902, -0.568590, 0.083590, 0.000000, 0.000100, 0, 0
7.12, 0.000000, 298.723313, 0.000000, 0.000000, 0.000000, 16.000000, 0.000002, 0.000100, 0.000002, 0.000102, 29.872331, 0.001022, 298.723313, 0.500000, 0.000000, -0.000002, 0.004000, 298.723313, 4.166670, -0.557331, 298.723313, 0.000000, -0.557331, 10.000000, 0.000000, 0.000000, 0.100000, 0.000000, 298.000000, 0.000000, 0.000000, 298.723313, 0.000000, 0.000000, 298.150000, 2.000000, 100000.000000, 0.000100, 298.150000, 0.000102, 0.000000, 8.000000, 298.723313, 0.000100, 298.150000, 10.000000, 298.723313, 298.150000, 298.150000, 298.150000, 0.000002, 293.150000, 298.723313, 5000000.000000, 0.000000, 0.001022, 0.001022, 0.000000, 10.000000, 10.000000, 0.000002, 0.000002, 10.000000, 0.000002, 0.001022, 0.000000, 0.001022, 0.000000, 0.000000, 0.000000, 5000000.000000, 9.998978, 0.000100, 10.000000, 0.000100, 0.001022, 0.000100, 0.000000, 0.000010, 100000.000000, 10.222933, 0.001022, 0.000100, 10.000000, 0.000102, 293.150000, -0.557331, 0.000000, 293.150000, -5.573313, -0.557331, -0.557331, 298.723313, 0.100000, 0.001022, 0.000100, 0.001022, 0.000100, 0.000000, 0.000100, 298.723313, 10.000000, 293.150000, 10.000000, 0.000102, 10.000000, 0.000102, 0.000000, 0.000102, 10.000000, 298.723313, 298.723313, 25.000000, 25.573313, -0.557331, 0.072331, 0.000000, 0.000100, 0, 0
7.14, 0.000000, 298.612954, 0.000000, 0.000000, 0.000000, 16.000000, 0.000002, 0.000100, 0.000002, 0.000102, 29.861295, 0.001022, 298.612954, 0.500000, 0.000000, -0.000002, 0.004000, 298.612954, 4.166670, -0.546295, 298.612954, 0.000000, -0.546295, 10.000000, 0.000000, 0.000000, 0.100000, 0.000000, 298.000000, 0.000000, 0.000000, 298.612954, 0.000000, 0.000000, 298.150000, 2.000000, 100000.000000, 0.000100, 298.150000, 0.000102, 0.000000, 8.000000, 298.612954, 0.000100, 298.150000, 10.000000, 298.612954, 298.150000, 298.150000, 298.150000, 0.000002, 293.150000, 298.612954, 5000000.000000, 0.000000, 0.001022, 0.001022, 0.000000, 10.000000, 10.000000, 0.000002, 0.000002, 10.000000, 0.000002, 0.001022, 0.000000, 0.001022, 0.000000, 0.000000, 0.000000, 5000000.000000, 9.998978, 0.000100, 10.000000, 0.000100, 0.001022, 0.000100, 0.000000, 0.000010, 100000.000000, 10.218518, 0.001022, 0.000100, 10.000000, 0.000102, 293.150000, -0.546295, 0.000000, 293.150000, -5.462954, -0.546295, -0.546295, 298.612954, 0.100000, 0.001022, 0.000100, 0.001022, 0.000100, 0.000000, 0.000100, 298.612954, 10.000000, 293.150000, 10.000000, 0.000102, 10.000000, 0.000102, 0.000000, 0.000102, 10.000000, 298.612954, 298.612954, 25.000000, 25.462954, -0.546295, 0.061295, 0.000000, 0.000100, 0, 0
7.16, 0.000000, 298.504781, 0.000000, 0.000000, 0.000000, 16.000000, 0.000002, 0.000100, 0.000002, 0.000102, 29.850478, 0.001021, 298.504781, 0.500000, 0.000000, -0.000002, 0.004000, 298.504781, 4.166670, -0.535478, 298.504781, 0.000000, -0.535478, 10.000000, 0.000000, 0.000000, 0.100000, 0.000000, 298.000000, 0.000000, 0.000000, 298.504781, 0.000000, 0.000000, 298.150000, 2.000000, 100000.000000, 0.000100, 298.150000, 0.000102, 0.000000, 8.000000, 298.504781, 0.000100, 298.150000, 10.000000, 298.504781, 298.150000, 298.150000, 298.150000, 0.000002, 293.150000, 298.504781, 5000000.000000, 0.000000, 0.001021, 0.001021, 0.000000, 10.000000, 10.000000, 0.000002, 0.000002, 10.000000, 0.000002, 0.001021, 0.000000, 0.001021, 0.000000, 0.000000, 0.000000, 5000000.000000, 9.998979, 0.000100, 10.000000, 0.000100, 0.001021, 0.000100, 0.000000, 0.000010, 100000.000000, 10.214191, 0.001021, 0.000100, 10.000000, 0.000102, 293.150000, -0.535478, 0.000000, 293.150000, -5.354781, -0.535478, -0.535478, 298.504781, 0.100000, 0.001021, 0.000100, 0.001021, 0.000100, 0.000000, 0.000100, 298.504781, 10.000000, 293.150000, 10.000000, 0.000102, 10.000000, 0.000102, 0.000000, 0.000102, 10.000000, 298.504781, 298.504781, 25.000000, 25.354781, -0.535478, 0.050478, 0.000000, 0.000100, 0, 0
7.18, 0.000000, 298.398749, 0.000000, 0.000000, 0.000000, 16.000000, 0.000002, 0.000100, 0.000002, 0.000102, 29.839875, 0.001021, 298.398749, 0.500000, 0.000000, -0.000002, 0.004000, 298.398749, 4.166670, -0.524875, 298.398749, 0.000000, -0.524875, 10.000000, 0.000000, 0.000000, 0.100000, 0.000000, 298.000000, 0.000000, 0.000000, 298.398749, 0.000000, 0.000000, 298.150000, 2.000000, 100000.000000, 0.000100, 298.150000, 0.000102, 0.000000, 8.000000, 298.398749, 0.000100, 298.150000, 10.000000, 298.398749, 298.150000, 298.150000, 298.150000, 0.000002, 293.150000, 298.398749, 5000000.000000, 0.000000, 0.001021, 0.001021, 0.000000, 10.000000, 10.000000, 0.000002, 0.000002, 10.000000, 0.000002, 0.001021, 0.000000, 0.001021, 0.000000, 0.000000, 0.000000, 5000000.000000, 9.998979, 0.000100, 10.000000, 0.000100, 0.001021, 0.000100, 0.000000, 0.000010, 100000.000000, 10.209950, 0.001021, 0.000100, 10.000000, 0.000102, 293.150000, -0.524875, 0.000000, 293.150000, -5.248749, -0.524875, -0.524875, 298.398749, 0.100000, 0.001021, 0.000100, 0.001021, 0.000100, 0.000000, 0.000100, 298.398749, 10.000000, 293.150000, 10.000000, 0.000102, 10.000000, 0.000102, 0.000000, 0.000102, 10.000000, 298.398749, 298.398749, 25.000000, 25.248749, -0.524875, 0.039875, 0.000000, 0.000100, 0, 0
7.2, 0.000000, 298.294817, 0.000000, 0.000000, 0.000000, 16.000000, 0.000002, 0.000100, 0.000002, 0.000102, 29.829482, 0.001020, 298.294817, 0.500000, 0.000000, -0.000002, 0.004000, 298.294817, 4.166670, -0.514482, 298.294817, 0.000000, -0.514482, 10.000000, 0.000000, 0.000000, 0.100000, 0.000000, 298.000000, 0.000000, 0.000000, 298.294817, 0.000000, 0.000000, 298.150000, 2.000000, 100000.000000, 0.000100, 298.150000, 0.000102, 0.000000, 8.000000, 298.294817, 0.000100, 298.150000, 10.000000, 298.294817, 298.150000, 298.150000, 298.150000, 0.000002, 293.150000, 298.294817, 5000000.000000, 0.000000, 0.001020, 0.001020, 0.000000, 10.000000, 10.000000, 0.000002, 0.000002, 10.000000, 0.000002, 0.001020, 0.000000, 0.001020, 0.000000, 0.000000, 0.000000, 5000000.000000, 9.998980, 0.000100, 10.000000, 0.000100, 0.001020, 0.000100, 0.000000, 0.000010, 100000.000000, 10.205793, 0.001020, 0.000100, 10.000000, 0.000102, 293.150000, -0.514482, 0.000000, 293.150000, -5.144817, -0.514482, -0.514482, 298.294817, 0.100000, 0.001020, 0.000100, 0.001020, 0.000100, 0.000000, 0.000100, 298.294817, 10.000000, 293.150000, 10.000000, 0.000102, 10.000000, 0.000102, 0.000000, 0.000102, 10.000000, 298.294817, 298.294817, 25.000000, 25.144817, -0.514482, 0.029482, 0.000000, 0.000100, 0, 0
7.22, 0.000000, 298.192942, 0.000000, 0.000000, 0.000000, 16.000000, 0.000002, 0.000100, 0.000002, 0.000102, 29.819294, 0.001020, 298.192942, 0.500000, 0.000000, -0.000002, 0.004000, 298.192942, 4.166670, -0.504294, 298.192942, 0.000000, -0.504294, 10.000000, 0.000000, 0.000000, 0.100000, 0.000000, 298.000000, 0.000000, 0.000000, 298.192942, 0.000000, 0.000000, 298.150000, 2.000000, 100000.000000, 0.000100, 298.150000, 0.000102, 0.000000, 8.000000, 298.192942, 0.000100, 298.150000, 10.000000, 298.192942, 298.150000, 298.150000, 298.150000, 0.000002, 293.150000, 298.192942, 5000000.000000, 0.000000, 0.001020, 0.001020, 0.000000, 10.000000, 10.000000, 0.000002, 0.000002, 10.000000, 0.000002, 0.001020, 0.000000, 0.001020, 0.000000, 0.000000, 0.000000, 5000000.000000, 9.998980, 0.000100, 10.000000, 0.000100, 0.001020, 0.000100, 0.000000, 0.000010, 100000.000000, 10.201718, 0.001020, 0.000100, 10.000000, 0.000102, 293.150000, -0.504294, 0.000000, 293.150000, -5.042942, -0.504294, -0.504294, 298.192942, 0.100000, 0.001020, 0.000100, 0.001020, 0.000100, 0.000000, 0.000100, 298.192942, 10.000000, 293.150000, 10.000000, 0.000102, 10.000000, 0.000102, 0.000000, 0.000102, 10.000000, 298.192942, 298.192942, 25.000000, 25.042942, -0.504294, 0.019294, 0.000000, 0.000100, 0, 0
7.24, 0.000000, 298.093086, 0.000000, 0.000000, 0.000000, 16.000000, 0.000002, 0.000100, 0.000002, 0.000102, 29.809309, 0.001020, 298.093086, 0.500000, 0.000000, -0.000002, 0.004000, 298.093086, 4.166670, -0.494309, 298.093086, 0.000000, -0.494309, 10.000000, 0.000000, 0.000000, 0.100000, 0.000000, 298.000000, 0.000000, 0.000000, 298.093086, 0.000000, 0.000000, 298.150000, 2.000000, 100000.000000, 0.000100, 298.150000, 0.000102, 0.000000, 8.000000, 298.093086, 0.000100, 298.150000, 10.000000, 298.093086, 298.150000, 298.150000, 298.150000, 0.000002, 293.150000, 298.093086, 5000000.000000, 0.000000, 0.001020, 0.001020, 0.000000, 10.000000, 10.000000, 0.000002, 0.000002, 10.000000, 0.000002, 0.001020, 0.000000, 0.001020, 0.000000, 0.000000, 0.000000, 5000000.000000, 9.998980, 0.000100, 10.000000, 0.000100, 0.001020, 0.000100, 0.000000, 0.000010, 100000.000000, 10.197723, 0.001020, 0.000100, 10.000000, 0.000102, 293.150000, -0.494309, 0.000000, 293.150000, -4.943086, -0.494309, -0.494309, 298.093086, 0.100000, 0.001020, 0.000100, 0.001020, 0.000100, 0.000000, 0.000100, 298.093086, 10.000000, 293.150000, 10.000000, 0.000102, 10.000000, 0.000102, 0.000000, 0.000102, 10.000000, 298.093086, 298.093086, 25.000000, 24.943086, -0.494308, 0.009309, 0.000000, 0.000100, 0, 0
7.26, 0.000000, 297.995206, 0.000000, 0.000000, 0.000000, 16.000000, 0.000002, 0.000100, 0.000002, 0.000102, 29.799521, 0.001019, 297.995206, 0.500000, 0.000000, -0.000002, 0.004000, 297.995206, 4.166670, -0.484521, 297.995206, 0.000000, -0.484521, 10.000000, 0.000000, 0.000000, 0.100000, 0.000000, 298.000000, 0.000000, 0.000000, 297.995206, 0.000000, 0.000000, 298.150000, 2.000000, 100000.000000, 0.000100, 298.150000, 0.000102, 0.000000, 8.000000, 297.995206, 0.000100, 298.150000, 10.000000, 297.995206, 298.150000, 298.150000, 298.150000, 0.000002, 293.150000, 297.995206, 5000000.000000, 0.000000, 0.001019, 0.001019, 0.000000, 10.000000, 10.000000, 0.000002, 0.000002, 10.000000, 0.000002, 0.001019, 0.000000, 0.001019, 0.000000, 0.000000, 0.000000, 5000000.000000, 9.998981, 0.000100, 10.000000, 0.000100, 0.001019, 0.000100, 0.000000, 0.000010, 100000.000000, 10.193808, 0.001019, 0.000100, 10.000000, 0.000102, 293.150000, -0.484521, 0.000000, 293.150000, -4.845206, -0.484521, -0.484521, 297.995206, 0.100000, 0.001019, 0.000100, 0.001019, 0.000100, 0.000000, 0.000100, 297.995206, 10.000000, 293.150000, 10.000000, 0.000102, 10.000000, 0.000102, 0.000000, 0.000102, 10.000000, 297.995206, 297.995206, 25.000000, 24.845206, -0.484520, -0.000479, 0.000000, 0.000100, 0, 0
7.28, 0.000000, 297.899264, 0.000000, 0.000000, 0.000000, 16.000000, 0.000002, 0.000100, 0.000002, 0.000102, 29.789926, 0.001019, 297.899264, 0.500000, 0.000000, -0.000002, 0.004000, 297.899264, 4.166670, -0.474926, 297.899264, 0.000000, -0.474926, 10.000000, 0.000000, 0.000000, 0.100000, 0.000000, 298.000000, 0.000000, 0.000000, 297.899264, 0.000000, 0.000000, 298.150000, 2.000000, 100000.000000, 0.000100, 298.150000, 0.000102, 0.000000, 8.000000, 297.899264, 0.000100, 298.150000, 10.000000, 297.899264, 298.150000, 298.150000, 298.150000, 0.000002, 293.150000, 297.899264, 5000000.000000, 0.000000, 0.001019, 0.001019, 0.000000, 10.000000, 10.000000, 0.000002, 0.000002, 10.000000, 0.000002, 0.001019, 0.000000, 0.001019, 0.000000, 0.000000, 0.000000, 5000000.000000, 9.998981, 0.000100, 10.000000, 0.000100, 0.001019, 0.000100, 0.000000, 0.000010, 100000.000000, 10.189971, 0.001019, 0.000100, 10.000000, 0.000102, 293.150000, -0.474926, 0.000000, 293.150000, -4.749264, -0.474926, -0.474926, 297.899264, 0.100000, 0.001019, 0.000100, 0.001019, 0.000100, 0.000000, 0.000100, 297.899264, 10.000000, 293.150000, 10.000000, 0.000102, 10.000000, 0.000102, 0.000000, 0.000102, 10.000000, 297.899264, 297.899264, 25.000000, 24.749264, -0.474926, -0.010074, 0.000000, 0.000100, 0, 0
7.3, 0.000000, 297.805223, 0.000000, 0.000000, 0.000000, 16.000000, 0.000002, 0.000100, 0.000002, 0.000102, 29.780522, 0.001019, 297.805223, 0.500000, 0.000000, -0.000002, 0.004000, 297.805223, 4.166670, -0.465522, 297.805223, 0.000000, -0.465522, 10.000000, 0.000000, 0.000000, 0.100000, 0.000000, 298.000000, 0.000000, 0.000000, 297.805223, 0.000000, 0.000000, 298.150000, 2.000000, 100000.000000, 0.000100, 298.150000, 0.000102, 0.000000, 8.000000, 297.805223, 0.000100, 298.150000, 10.000000, 297.805223, 298.150000, 298.150000, 298.150000, 0.000002, 293.150000, 297.805223, 5000000.000000, 0.000000, 0.001019, 0.001019, 0.000000, 10.000000, 10.000000, 0.000002, 0.000002, 10.000000, 0.000002, 0.001019, 0.000000, 0.001019, 0.000000, 0.000000, 0.000000, 5000000.000000, 9.998981, 0.000100, 10.000000, 0.000100, 0.001019, 0.000100, 0.000000, 0.000010, 100000.000000, 10.186209, 0.001019, 0.000100, 10.000000, 0.000102, 293.150000, -0.465522, 0.000000, 293.150000, -4.655223, -0.465522, -0.465522, 297.805223, 0.100000, 0.001019, 0.000100, 0.001019, 0.000100, 0.000000, 0.000100, 297.805223, 10.000000, 293.150000, 10.000000, 0.000102, 10.000000, 0.000102, 0.000000, 0.000102, 10.000000, 297.805223, 297.805223, 25.000000, 24.655223, -0.465522, -0.019478, 0.000000, 0.000100, 0, 0
