time, slave::Ground.p1.u[REAL], slave::Ground.p2.u[REAL], slave::Ground.p1.i[REAL], slave::Ground.p2.i[REAL], slave::Ground.p.u[REAL], slave::Ground.p.i[REAL], slave::HeatCapacity1.p1.T[REAL], slave::HeatCapacity1.p2.T[REAL], slave::HeatCapacity1.p3.T[REAL], slave::HeatCapacity1.p1.dQ[REAL], slave::HeatCapacity1.p2.dQ[REAL], slave::HeatCapacity1.p3.dQ[REAL], slave::HeatCapacity1.p.T[REAL], slave::HeatCapacity1.C[REAL], slave::HeatCapacity1.T0[REAL], slave::HeatCapacity1.E[REAL], slave::OnOffController.input[REAL], slave::OnOffController.output[REAL], slave::OnOffController.reference[REAL], slave::OnOffController.bandwidth[REAL], slave::Ramp.output[REAL], slave::Ramp.slope[REAL], slave::Ramp.start_time[REAL], slave::Ramp.stop_time[REAL], slave::Ramp.offset[REAL], slave::Splitter1.input[REAL], slave::Splitter1.output1[REAL], slave::Splitter1.output2[REAL], slave::Splitter2.input[REAL], slave::Splitter2.output1[REAL], slave::Splitter2.output2[REAL], slave::Switch.Ground1.p1.u[REAL], slave::Switch.Ground1.p1.i[REAL], slave::Switch.Ground1.p.u[REAL], slave::Switch.Ground1.p.i[REAL], slave::Switch.Ground2.p1.u[REAL], slave::Switch.Ground2.p1.i[REAL], slave::Switch.Ground2.p.u[REAL], slave::Switch.Ground2.p.i[REAL], slave::Switch.Node1.p1.u[REAL], slave::Switch.Node1.p2.u[REAL], slave::Switch.Node1.p3.u[REAL], slave::Switch.Node1.p1.i[REAL], slave::Switch.Node1.p2.i[REAL], slave::Switch.Node2.p1.u[REAL], slave::Switch.Node2.p2.u[REAL], slave::Switch.Node2.p3.u[REAL], slave::Switch.Node2.p1.i[REAL], slave::Switch.Node2.p2.i[REAL], slave::Switch.Node2.p3.i[REAL], slave::Switch.R1.p.u[REAL], slave::Switch.R1.p.i[REAL], slave::Switch.R1.p_high.u[REAL], slave::Switch.R1.p_high.i[REAL], slave::Switch.R1.p_low.u[REAL], slave::Switch.R1.p_low.i[REAL], slave::Switch.R1.R[REAL], slave::Switch.R2.p.u[REAL], slave::Switch.R2.p.i[REAL], slave::Switch.R2.p_high.u[REAL], slave::Switch.R2.p_high.i[REAL], slave::Switch.R2.p_low.u[REAL], slave::Switch.R2.p_low.i[REAL], slave::Switch.R2.R[REAL], slave::Switch.Resistance12.p.u[REAL], slave::Switch.Resistance12.p.i[REAL], slave::Switch.Resistance12.p_high.u[REAL], slave::Switch.Resistance12.p_high.i[REAL], slave::Switch.Resistance12.p_low.u[REAL], slave::Switch.Resistance12.p_low.i[REAL], slave::Switch.Resistance12.input[REAL], slave::Switch.Resistance12.Ron[REAL], slave::Switch.Resistance12.Roff[REAL], slave::Switch.Resistance12.vt[REAL], slave::Switch.Resistance12.R[REAL], slave::Switch.input[REAL], slave::Switch.p2.u[REAL], slave::Switch.p2.i[REAL], slave::Switch.p1.u[REAL], slave::Switch.p1.i[REAL], slave::TemperatureSource.p.T[REAL], slave::TemperatureSource.p.dQ[REAL], slave::TemperatureSource.T[REAL], slave::ThermalConductor.p.T[REAL], slave::ThermalConductor.p.dQ[REAL], slave::ThermalConductor.p_high.T[REAL], slave::ThermalConductor.p_high.dQ[REAL], slave::ThermalConductor.p_low.T[REAL], slave::ThermalConductor.p_low.dQ[REAL], slave::ThermalConductor.G[REAL], slave::Thermistor.p_el.u[REAL], slave::Thermistor.p_el.i[REAL], slave::Thermistor.p_el_high.u[REAL], slave::Thermistor.p_el_high.i[REAL], slave::Thermistor.p_el_low.u[REAL], slave::Thermistor.p_el_low.i[REAL], slave::Thermistor.p_th.T[REAL], slave::Thermistor.p_th.dQ[REAL], slave::Thermistor.R_ref[REAL], slave::Thermistor.T_ref[REAL], slave::Thermistor.alpha[REAL], slave::Thermistor.R[REAL], slave::VoltageSource.p.u[REAL], slave::VoltageSource.p.i[REAL], slave::VoltageSource.p_high.u[REAL], slave::VoltageSource.p_high.i[REAL], slave::VoltageSource.p_low.u[REAL], slave::VoltageSource.p_low.i[REAL], slave::VoltageSource.U[REAL], slave::ZeroJunction.effort[REAL], slave::ZeroJunction.p1.T[REAL], slave::ZeroJunction.p1.dQ[REAL], slave::Temperature_Reference[REAL], slave::Temperature_Room[REAL], slave::HeatCapacity1.p.dQ[REAL], slave::HeatCapacity1.p.dQ_int[REAL], slave::HeatCapacity1.p.dQ_int_initial[REAL], slave::Switch.Node1.p3.i[REAL]
7.72, 0.000000, 0.000000, 0.000100, 0.000102, 0.000000, -0.000002, 297.837924, 297.837924, 297.837924, -0.468792, 0.000000, 0.000000, 297.837924, 0.100000, 298.000000, 29.783792, 297.837924, 0.000000, 298.150000, 2.000000, 298.150000, 4.166670, 8.000000, 16.000000, 298.150000, 298.150000, 298.150000, 298.150000, 297.837924, 297.837924, 297.837924, 0.000000, 0.000002, 0.000000, 0.000002, 0.000000, 0.000000, 0.000000, 0.000000, 0.001019, 0.001019, 0.001019, 0.000100, 0.000000, 10.000000, 10.000000, 10.000000, 0.000002, 0.000100, 0.000102, 10.000000, 0.000002, 10.000000, 0.000002, 0.000000, 0.000002, 5000000.000000, 0.001019, 0.000000, 0.001019, 0.000000, 0.000000, 0.000000, 5000000.000000, 9.998981, 0.000100, 10.000000, 0.000100, 0.001019, 0.000100, 0.000000, 0.000010, 100000.000000, 0.500000, 100000.000000, 0.000000, 0.001019, 0.000100, 10.000000, 0.000102, 293.150000, -0.468792, 293.150000, -4.687924, -0.468792, 293.150000, -0.468792, 297.837924, -0.468792, 0.100000, 0.001019, 0.000100, 0.001019, 0.000100, 0.000000, 0.000100, 297.837924, 0.000000, 10.000000, 293.150000, 0.004000, 10.187517, 10.000000, 0.000102, 10.000000, 0.000102, 0.000000, 0.000102, 10.000000, 297.837924, 297.837924, 0.000000, 25.000000, 24.687924, -0.468792, -0.016208, 0.000000, 0.000100
7.74, 0.000000, 0.000000, 0.000100, 0.000102, 0.000000, -0.000002, 297.745096, 297.745096, 297.745096, -0.459510, 0.000000, 0.000000, 297.745096, 0.100000, 298.000000, 29.774510, 297.745096, 0.000000, 298.150000, 2.000000, 298.150000, 4.166670, 8.000000, 16.000000, 298.150000, 298.150000, 298.150000, 298.150000, 297.745096, 297.745096, 297.745096, 0.000000, 0.000002, 0.000000, 0.000002, 0.000000, 0.000000, 0.000000, 0.000000, 0.001018, 0.001018, 0.001018, 0.000100, 0.000000, 10.000000, 10.000000, 10.000000, 0.000002, 0.000100, 0.000102, 10.000000, 0.000002, 10.000000, 0.000002, 0.000000, 0.000002, 5000000.000000, 0.001018, 0.000000, 0.001018, 0.000000, 0.000000, 0.000000, 5000000.000000, 9.998982, 0.000100, 10.000000, 0.000100, 0.001018, 0.000100, 0.000000, 0.000010, 100000.000000, 0.500000, 100000.000000, 0.000000, 0.001018, 0.000100, 10.000000, 0.000102, 293.150000, -0.459510, 293.150000, -4.595096, -0.459510, 293.150000, -0.459510, 297.745096, -0.459510, 0.100000, 0.001018, 0.000100, 0.001018, 0.000100, 0.000000, 0.000100, 297.745096, 0.000000, 10.000000, 293.150000, 0.004000, 10.183804, 10.000000, 0.000102, 10.000000, 0.000102, 0.000000, 0.000102, 10.000000, 297.745096, 297.745096, 0.000000, 25.000000, 24.595096, -0.459510, -0.025490, 0.000000, 0.000100
7.76, 0.000000, 0.000000, 0.000100, 0.000102, 0.000000, -0.000002, 297.654107, 297.654107, 297.654107, -0.450411, 0.000000, 0.000000, 297.654107, 0.100000, 298.000000, 29.765411, 297.654107, 0.000000, 298.150000, 2.000000, 298.150000, 4.166670, 8.000000, 16.000000, 298.150000, 298.150000, 298.150000, 298.150000, 297.654107, 297.654107, 297.654107, 0.000000, 0.000002, 0.000000, 0.000002, 0.000000, 0.000000, 0.000000, 0.000000, 0.001018, 0.001018, 0.001018, 0.000100, 0.000000, 10.000000, 10.000000, 10.000000, 0.000002, 0.000100, 0.000102, 10.000000, 0.000002, 10.000000, 0.000002, 0.000000, 0.000002, 5000000.000000, 0.001018, 0.000000, 0.001018, 0.000000, 0.000000, 0.000000, 5000000.000000, 9.998982, 0.000100, 10.000000, 0.000100, 0.001018, 0.000100, 0.000000, 0.000010, 100000.000000, 0.500000, 100000.000000, 0.000000, 0.001018, 0.000100, 10.000000, 0.000102, 293.150000, -0.450411, 293.150000, -4.504107, -0.450411, 293.150000, -0.450411, 297.654107, -0.450411, 0.100000, 0.001018, 0.000100, 0.001018, 0.000100, 0.000000, 0.000100, 297.654107, 0.000000, 10.000000, 293.150000, 0.004000, 10.180164, 10.000000, 0.000102, 10.000000, 0.000102, 0.000000, 0.000102, 10.000000, 297.654107, 297.654107, 0.000000, 25.000000, 24.504107, -0.450411, -0.034589, 0.000000, 0.000100
7.78, 0.000000, 0.000000, 0.000100, 0.000102, 0.000000, -0.000002, 297.564920, 297.564920, 297.564920, -0.441492, 0.000000, 0.000000, 297.564920, 0.100000, 298.000000, 29.756492, 297.564920, 0.000000, 298.150000, 2.000000, 298.150000, 4.166670, 8.000000, 16.000000, 298.150000, 298.150000, 298.150000, 298.150000, 297.564920, 297.564920, 297.564920, 0.000000, 0.000002, 0.000000, 0.000002, 0.000000, 0.000000, 0.000000, 0.000000, 0.001018, 0.001018, 0.001018, 0.000100, 0.000000, 10.000000, 10.000000, 10.000000, 0.000002, 0.000100, 0.000102, 10.000000, 0.000002, 10.000000, 0.000002, 0.000000, 0.000002, 5000000.000000, 0.001018, 0.000000, 0.001018, 0.000000, 0.000000, 0.000000, 5000000.000000, 9.998982, 0.000100, 10.000000, 0.000100, 0.001018, 0.000100, 0.000000, 0.000010, 100000.000000, 0.500000, 100000.000000, 0.000000, 0.001018, 0.000100, 10.000000, 0.000102, 293.150000, -0.441492, 293.150000, -4.414920, -0.441492, 293.150000, -0.441492, 297.564920, -0.441492, 0.100000, 0.001018, 0.000100, 0.001018, 0.000100, 0.000000, 0.000100, 297.564920, 0.000000, 10.000000, 293.150000, 0.004000, 10.176597, 10.000000, 0.000102, 10.000000, 0.000102, 0.000000, 0.000102, 10.000000, 297.564920, 297.564920, 0.000000, 25.000000, 24.414920, -0.441492, -0.043508, 0.000000, 0.000100
7.8, 0.000000, 0.000000, 0.000100, 0.000102, 0.000000, -0.000002, 297.477499, 297.477499, 297.477499, -0.432750, 0.000000, 0.000000, 297.477499, 0.100000, 298.000000, 29.747750, 297.477499, 0.000000, 298.150000, 2.000000, 298.150000, 4.166670, 8.000000, 16.000000, 298.150000, 298.150000, 298.150000, 298.150000, 297.477499, 297.477499, 297.477499, 0.000000, 0.000002, 0.000000, 0.000002, 0.000000, 0.000000, 0.000000, 0.000000, 0.001017, 0.001017, 0.001017, 0.000100, 0.000000, 10.000000, 10.000000, 10.000000, 0.000002, 0.000100, 0.000102, 10.000000, 0.000002, 10.000000, 0.000002, 0.000000, 0.000002, 5000000.000000, 0.001017, 0.000000, 0.001017, 0.000000, 0.000000, 0.000000, 5000000.000000, 9.998983, 0.000100, 10.000000, 0.000100, 0.001017, 0.000100, 0.000000, 0.000010, 100000.000000, 0.500000, 100000.000000, 0.000000, 0.001017, 0.000100, 10.000000, 0.000102, 293.150000, -0.432750, 293.150000, -4.327499, -0.432750, 293.150000, -0.432750, 297.477499, -0.432750, 0.100000, 0.001017, 0.000100, 0.001017, 0.000100, 0.000000, 0.000100, 297.477499, 0.000000, 10.000000, 293.150000, 0.004000, 10.173100, 10.000000, 0.000102, 10.000000, 0.000102, 0.000000, 0.000102, 10.000000, 297.477499, 297.477499, 0.000000, 25.000000, 24.327499, -0.432750, -0.052250, 0.000000, 0.000100
7.82, 0.000000, 0.000000, 0.000100, 0.000102, 0.000000, -0.000002, 297.391809, 297.391809, 297.391809, -0.424181, 0.000000, 0.000000, 297.391809, 0.100000, 298.000000, 29.739181, 297.391809, 0.000000, 298.150000, 2.000000, 298.150000, 4.166670, 8.000000, 16.000000, 298.150000, 298.150000, 298.150000, 298.150000, 297.391809, 297.391809, 297.391809, 0.000000, 0.000002, 0.000000, 0.000002, 0.000000, 0.000000, 0.000000, 0.000000, 0.001017, 0.001017, 0.001017, 0.000100, 0.000000, 10.000000, 10.000000, 10.000000, 0.000002, 0.000100, 0.000102, 10.000000, 0.000002, 10.000000, 0.000002, 0.000000, 0.000002, 5000000.000000, 0.001017, 0.000000, 0.001017, 0.000000, 0.000000, 0.000000, 5000000.000000, 9.998983, 0.000100, 10.000000, 0.000100, 0.001017, 0.000100, 0.000000, 0.000010, 100000.000000, 0.500000, 100000.000000, 0.000000, 0.001017, 0.000100, 10.000000, 0.000102, 293.150000, -0.424181, 293.150000, -4.241809, -0.424181, 293.150000, -0.424181, 297.391809, -0.424181, 0.100000, 0.001017, 0.000100, 0.001017, 0.000100, 0.000000, 0.000100, 297.391809, 0.000000, 10.000000, 293.150000, 0.004000, 10.169672, 10.000000, 0.000102, 10.000000, 0.000102, 0.000000, 0.000102, 10.000000, 297.391809, 297.391809, 0.000000, 25.000000, 24.241809, -0.424181, -0.060819, 0.000000, 0.000100
7.84, 0.000000, 0.000000, 0.000100, 0.000102, 0.000000, -0.000002, 297.307815, 297.307815, 297.307815, -0.415782, 0.000000, 0.000000, 297.307815, 0.100000, 298.000000, 29.730782, 297.307815, 0.000000, 298.150000, 2.000000, 298.150000, 4.166670, 8.000000, 16.000000, 298.150000, 298.150000, 298.150000, 298.150000, 297.307815, 297.307815, 297.307815, 0.000000, 0.000002, 0.000000, 0.000002, 0.000000, 0.000000, 0.000000, 0.000000, 0.001017, 0.001017, 0.001017, 0.000100, 0.000000, 10.000000, 10.000000, 10.000000, 0.000002, 0.000100, 0.000102, 10.000000, 0.000002, 10.000000, 0.000002, 0.000000, 0.000002, 5000000.000000, 0.001017, 0.000000, 0.001017, 0.000000, 0.000000, 0.000000, 5000000.000000, 9.998983, 0.000100, 10.000000, 0.000100, 0.001017, 0.000100, 0.000000, 0.000010, 100000.000000, 0.500000, 100000.000000, 0.000000, 0.001017, 0.000100, 10.000000, 0.000102, 293.150000, -0.415782, 293.150000, -4.157815, -0.415782, 293.150000, -0.415782, 297.307815, -0.415782, 0.100000, 0.001017, 0.000100, 0.001017, 0.000100, 0.000000, 0.000100, 297.307815, 0.000000, 10.000000, 293.150000, 0.004000, 10.166313, 10.000000, 0.000102, 10.000000, 0.000102, 0.000000, 0.000102, 10.000000, 297.307815, 297.307815, 0.000000, 25.000000, 24.157815, -0.415781, -0.069218, 0.000000, 0.000100
7.86, 0.000000, 0.000000, 0.000100, 0.000102, 0.000000, -0.000002, 297.225485, 297.225485, 297.225485, -0.407549, 0.000000, 0.000000, 297.225485, 0.100000, 298.000000, 29.722549, 297.225485, 0.000000, 298.150000, 2.000000, 298.150000, 4.166670, 8.000000, 16.000000, 298.150000, 298.150000, 298.150000, 298.150000, 297.225485, 297.225485, 297.225485, 0.000000, 0.000002, 0.000000, 0.000002, 0.000000, 0.000000, 0.000000, 0.000000, 0.001016, 0.001016, 0.001016, 0.000100, 0.000000, 10.000000, 10.000000, 10.000000, 0.000002, 0.000100, 0.000102, 10.000000, 0.000002, 10.000000, 0.000002, 0.000000, 0.000002, 5000000.000000, 0.001016, 0.000000, 0.001016, 0.000000, 0.000000, 0.000000, 5000000.000000, 9.998984, 0.000100, 10.000000, 0.000100, 0.001016, 0.000100, 0.000000, 0.000010, 100000.000000, 0.500000, 100000.000000, 0.000000, 0.001016, 0.000100, 10.000000, 0.000102, 293.150000, -0.407549, 293.150000, -4.075485, -0.407549, 293.150000, -0.407549, 297.225485, -0.407549, 0.100000, 0.001016, 0.000100, 0.001016, 0.000100, 0.000000, 0.000100, 297.225485, 0.000000, 10.000000, 293.150000, 0.004000, 10.163019, 10.000000, 0.000102, 10.000000, 0.000102, 0.000000, 0.000102, 10.000000, 297.225485, 297.225485, 0.000000, 25.000000, 24.075485, -0.407548, -0.077451, 0.000000, 0.000100
7.88, 0.000000, 0.000000, 0.983776, 0.983780, 0.000000, -0.000004, 297.272624, 297.272624, 297.272624, -0.412262, 0.000000, 9.837751, 297.272624, 0.100000, 298.000000, 29.727262, 297.272624, 1.000000, 298.150000, 2.000000, 298.150000, 4.166670, 8.000000, 16.000000, 298.150000, 298.150000, 298.150000, 298.150000, 297.272624, 297.272624, 297.272624, 0.000000, 0.000002, 0.000000, 0.000002, 0.000000, 0.000002, 0.000000, 0.000002, 9.999990, 9.999990, 9.999990, 0.983776, 0.000002, 10.000000, 10.000000, 10.000000, 0.000002, 0.983778, 0.983780, 10.000000, 0.000002, 10.000000, 0.000002, 0.000000, 0.000002, 5000000.000000, 9.999990, 0.000002, 9.999990, 0.000002, 0.000000, 0.000002, 5000000.000000, 0.000010, 0.983778, 10.000000, 0.983778, 9.999990, 0.983778, 1.000000, 0.000010, 100000.000000, 0.500000, 0.000010, 1.000000, 9.999990, 0.983776, 10.000000, 0.983780, 293.150000, -0.412262, 293.150000, -4.122624, -0.412262, 293.150000, -0.412262, 297.272624, -0.412262, 0.100000, 9.999990, 0.983776, 9.999990, 0.983776, 0.000000, 0.983776, 297.272624, 9.837751, 10.000000, 293.150000, 0.004000, 10.164905, 10.000000, 0.983780, 10.000000, 0.983780, 0.000000, 0.983780, 10.000000, 297.272624, 297.272624, 0.000000, 25.000000, 24.122624, 9.425489, -0.072738, 0.000000, 0.983778
7.9, 0.000000, 0.000000, 0.976631, 0.976635, 0.000000, -0.000004, 299.131848, 299.131848, 299.131848, -0.598185, 0.000000, 9.766298, 299.131848, 0.100000, 298.000000, 29.913185, 299.131848, 1.000000, 298.150000, 2.000000, 298.150000, 4.166670, 8.000000, 16.000000, 298.150000, 298.150000, 298.150000, 298.150000, 299.131848, 299.131848, 299.131848, 0.000000, 0.000002, 0.000000, 0.000002, 0.000000, 0.000002, 0.000000, 0.000002, 9.999990, 9.999990, 9.999990, 0.976631, 0.000002, 10.000000, 10.000000, 10.000000, 0.000002, 0.976633, 0.976635, 10.000000, 0.000002, 10.000000, 0.000002, 0.000000, 0.000002, 5000000.000000, 9.999990, 0.000002, 9.999990, 0.000002, 0.000000, 0.000002, 5000000.000000, 0.000010, 0.976633, 10.000000, 0.976633, 9.999990, 0.976633, 1.000000, 0.000010, 100000.000000, 0.500000, 0.000010, 1.000000, 9.999990, 0.976631, 10.000000, 0.976635, 293.150000, -0.598185, 293.150000, -5.981848, -0.598185, 293.150000, -0.598185, 299.131848, -0.598185, 0.100000, 9.999990, 0.976631, 9.999990, 0.976631, 0.000000, 0.976631, 299.131848, 9.766298, 10.000000, 293.150000, 0.004000, 10.239274, 10.000000, 0.976635, 10.000000, 0.976635, 0.000000, 0.976635, 10.000000, 299.131848, 299.131848, 0.000000, 25.000000, 25.981848, 9.168114, 0.113185, 0.000000, 0.976633
7.92, 0.000000, 0.000000, 0.000100, 0.000102, 0.000000, -0.000002, 299.032546, 299.032546, 299.032546, -0.588255, 0.000000, 0.000000, 299.032546, 0.100000, 298.000000, 29.903255, 299.032546, 0.000000, 298.150000, 2.000000, 298.150000, 4.166670, 8.000000, 16.000000, 298.150000, 298.150000, 298.150000, 298.150000, 299.032546, 299.032546, 299.032546, 0.000000, 0.000002, 0.000000, 0.000002, 0.000000, 0.000000, 0.000000, 0.000000, 0.001023, 0.001023, 0.001023, 0.000100, 0.000000, 10.000000, 10.000000, 10.000000, 0.000002, 0.000100, 0.000102, 10.000000, 0.000002, 10.000000, 0.000002, 0.000000, 0.000002, 5000000.000000, 0.001023, 0.000000, 0.001023, 0.000000, 0.000000, 0.000000, 5000000.000000, 9.998977, 0.000100, 10.000000, 0.000100, 0.001023, 0.000100, 0.000000, 0.000010, 100000.000000, 0.500000, 100000.000000, 0.000000, 0.001023, 0.000100, 10.000000, 0.000102, 293.150000, -0.588255, 293.150000, -5.882546, -0.588255, 293.150000, -0.588255, 299.032546, -0.588255, 0.100000, 0.001023, 0.000100, 0.001023, 0.000100, 0.000000, 0.000100, 299.032546, 0.000000, 10.000000, 293.150000, 0.004000, 10.235302, 10.000000, 0.000102, 10.000000, 0.000102, 0.000000, 0.000102, 10.000000, 299.032546, 299.032546, 0.000000, 25.000000, 25.882546, -0.588255, 0.103255, 0.000000, 0.000100
7.94, 0.000000, 0.000000, 0.000100, 0.000102, 0.000000, -0.000002, 298.916064, 298.916064, 298.916064, -0.576606, 0.000000, 0.000000, 298.916064, 0.100000, 298.000000, 29.891606, 298.916064, 0.000000, 298.150000, 2.000000, 298.150000, 4.166670, 8.000000, 16.000000, 298.150000, 298.150000, 298.150000, 298.150000, 298.916064, 298.916064, 298.916064, 0.000000, 0.000002, 0.000000, 0.000002, 0.000000, 0.000000, 0.000000, 0.000000, 0.001023, 0.001023, 0.001023, 0.000100, 0.000000, 10.000000, 10.000000, 10.000000, 0.000002, 0.000100, 0.000102, 10.000000, 0.000002, 10.000000, 0.000002, 0.000000, 0.000002, 5000000.000000, 0.001023, 0.000000, 0.001023, 0.000000, 0.000000, 0.000000, 5000000.000000, 9.998977, 0.000100, 10.000000, 0.000100, 0.001023, 0.000100, 0.000000, 0.000010, 100000.000000, 0.500000, 100000.000000, 0.000000, 0.001023, 0.000100, 10.000000, 0.000102, 293.150000, -0.576606, 293.150000, -5.766064, -0.576606, 293.150000, -0.576606, 298.916064, -0.576606, 0.100000, 0.001023, 0.000100, 0.001023, 0.000100, 0.000000, 0.000100, 298.916064, 0.000000, 10.000000, 293.150000, 0.004000, 10.230643, 10.000000, 0.000102, 10.000000, 0.000102, 0.000000, 0.000102, 10.000000, 298.916064, 298.916064, 0.000000, 25.000000, 25.766064, -0.576606, 0.091606, 0.000000, 0.000100
7.96, 0.000000, 0.000000, 0.000100, 0.000102, 0.000000, -0.000002, 298.801888, 298.801888, 298.801888, -0.565189, 0.000000, 0.000000, 298.801888, 0.100000, 298.000000, 29.880189, 298.801888, 0.000000, 298.150000, 2.000000, 298.150000, 4.166670, 8.000000, 16.000000, 298.150000, 298.150000, 298.150000, 298.150000, 298.801888, 298.801888, 298.801888, 0.000000, 0.000002, 0.000000, 0.000002, 0.000000, 0.000000, 0.000000, 0.000000, 0.001023, 0.001023, 0.001023, 0.000100, 0.000000, 10.000000, 10.000000, 10.000000, 0.000002, 0.000100, 0.000102, 10.000000, 0.000002, 10.000000, 0.000002, 0.000000, 0.000002, 5000000.000000, 0.001023, 0.000000, 0.001023, 0.000000, 0.000000, 0.000000, 5000000.000000, 9.998977, 0.000100, 10.000000, 0.000100, 0.001023, 0.000100, 0.000000, 0.000010, 100000.000000, 0.500000, 100000.000000, 0.000000, 0.001023, 0.000100, 10.000000, 0.000102, 293.150000, -0.565189, 293.150000, -5.651888, -0.565189, 293.150000, -0.565189, 298.801888, -0.565189, 0.100000, 0.001023, 0.000100, 0.001023, 0.000100, 0.000000, 0.000100, 298.801888, 0.000000, 10.000000, 293.150000, 0.004000, 10.226076, 10.000000, 0.000102, 10.000000, 0.000102, 0.000000, 0.000102, 10.000000, 298.801888, 298.801888, 0.000000, 25.000000, 25.651888, -0.565189, 0.080189, 0.000000, 0.000100
7.98, 0.000000, 0.000000, 0.000100, 0.000102, 0.000000, -0.000002, 298.689973, 298.689973, 298.689973, -0.553997, 0.000000, 0.000000, 298.689973, 0.100000, 298.000000, 29.868997, 298.689973, 0.000000, 298.150000, 2.000000, 298.150000, 4.166670, 8.000000, 16.000000, 298.150000, 298.150000, 298.150000, 298.150000, 298.689973, 298.689973, 298.689973, 0.000000, 0.000002, 0.000000, 0.000002, 0.000000, 0.000000, 0.000000, 0.000000, 0.001022, 0.001022, 0.001022, 0.000100, 0.000000, 10.000000, 10.000000, 10.000000, 0.000002, 0.000100, 0.000102, 10.000000, 0.000002, 10.000000, 0.000002, 0.000000, 0.000002, 5000000.000000, 0.001022, 0.000000, 0.001022, 0.000000, 0.000000, 0.000000, 5000000.000000, 9.998978, 0.000100, 10.000000, 0.000100, 0.001022, 0.000100, 0.000000, 0.000010, 100000.000000, 0.500000, 100000.000000, 0.000000, 0.001022, 0.000100, 10.000000, 0.000102, 293.150000, -0.553997, 293.150000, -5.539973, -0.553997, 293.150000, -0.553997, 298.689973, -0.553997, 0.100000, 0.001022, 0.000100, 0.001022, 0.000100, 0.000000, 0.000100, 298.689973, 0.000000, 10.000000, 293.150000, 0.004000, 10.221599, 10.000000, 0.000102, 10.000000, 0.000102, 0.000000, 0.000102, 10.000000, 298.689973, 298.689973, 0.000000, 25.000000, 25.539973, -0.553997, 0.068997, 0.000000, 0.000100
8, 0.000000, 0.000000, 0.000100, 0.000102, 0.000000, -0.000002, 298.580275, 298.580275, 298.580275, -0.543027, 0.000000, 0.000000, 298.580275, 0.100000, 298.000000, 29.858027, 298.580275, 0.000000, 298.150000, 2.000000, 298.150000, 4.166670, 8.000000, 16.000000, 298.150000, 298.150000, 298.150000, 298.150000, 298.580275, 298.580275, 298.580275, 0.000000, 0.000002, 0.000000, 0.000002, 0.000000, 0.000000, 0.000000, 0.000000, 0.001022, 0.001022, 0.001022, 0.000100, 0.000000, 10.000000, 10.000000, 10.000000, 0.000002, 0.000100, 0.000102, 10.000000, 0.000002, 10.000000, 0.000002, 0.000000, 0.000002, 5000000.000000, 0.001022, 0.000000, 0.001022, 0.000000, 0.000000, 0.000000, 5000000.000000, 9.998978, 0.000100, 10.000000, 0.000100, 0.001022, 0.000100, 0.000000, 0.000010, 100000.000000, 0.500000, 100000.000000, 0.000000, 0.001022, 0.000100, 10.000000, 0.000102, 293.150000, -0.543027, 293.150000, -5.430275, -0.543027, 293.150000, -0.543027, 298.580275, -0.543027, 0.100000, 0.001022, 0.000100, 0.001022, 0.000100, 0.000000, 0.000100, 298.580275, 0.000000, 10.000000, 293.150000, 0.004000, 10.217211, 10.000000, 0.000102, 10.000000, 0.000102, 0.000000, 0.000102, 10.000000, 298.580275, 298.580275, 0.000000, 25.000000, 25.430275, -0.543027, 0.058027, 0.000000, 0.000100
8.02, 0.000000, 0.000000, 0.000100, 0.000102, 0.000000, -0.000002, 298.472748, 298.472748, 298.472748, -0.532275, 0.000000, 0.000000, 298.472748, 0.100000, 298.000000, 29.847275, 298.472748, 0.000000, 298.233333, 2.000000, 298.233333, 4.166670, 8.000000, 16.000000, 298.150000, 298.233333, 298.233333, 298.233333, 298.472748, 298.472748, 298.472748, 0.000000, 0.000002, 0.000000, 0.000002, 0.000000, 0.000000, 0.000000, 0.000000, 0.001021, 0.001021, 0.001021, 0.000100, 0.000000, 10.000000, 10.000000, 10.000000, 0.000002, 0.000100, 0.000102, 10.000000, 0.000002, 10.000000, 0.000002, 0.000000, 0.000002, 5000000.000000, 0.001021, 0.000000, 0.001021, 0.000000, 0.000000, 0.000000, 5000000.000000, 9.998979, 0.000100, 10.000000, 0.000100, 0.001021, 0.000100, 0.000000, 0.000010, 100000.000000, 0.500000, 100000.000000, 0.000000, 0.001021, 0.000100, 10.000000, 0.000102, 293.150000, -0.532275, 293.150000, -5.322748, -0.532275, 293.150000, -0.532275, 298.472748, -0.532275, 0.100000, 0.001021, 0.000100, 0.001021, 0.000100, 0.000000, 0.000100, 298.472748, 0.000000, 10.000000, 293.150000, 0.004000, 10.212910, 10.000000, 0.000102, 10.000000, 0.000102, 0.000000, 0.000102, 10.000000, 298.472748, 298.472748, 0.000000, 25.083333, 25.322748, -0.532275, 0.047275, 0.000000, 0.000100
